Fecha y Hora,Potencia generada(kW)
2017-06-02 00:00:00-03:00,0.0
2017-06-02 00:05:00-03:00,0.0
2017-06-02 00:10:00-03:00,0.0
2017-06-02 00:15:00-03:00,0.0
2017-06-02 00:20:00-03:00,0.0
2017-06-02 00:25:00-03:00,0.0
2017-06-02 00:30:00-03:00,0.0
2017-06-02 00:35:00-03:00,0.0
2017-06-02 00:40:00-03:00,0.0
2017-06-02 00:45:00-03:00,0.0
2017-06-02 00:50:00-03:00,0.0
2017-06-02 00:55:00-03:00,0.0
2017-06-02 01:00:00-03:00,0.0
2017-06-02 01:05:00-03:00,0.0
2017-06-02 01:10:00-03:00,0.0
2017-06-02 01:15:00-03:00,0.0
2017-06-02 01:20:00-03:00,0.0
2017-06-02 01:25:00-03:00,0.0
2017-06-02 01:30:00-03:00,0.0
2017-06-02 01:35:00-03:00,0.0
2017-06-02 01:40:00-03:00,0.0
2017-06-02 01:45:00-03:00,0.0
2017-06-02 01:50:00-03:00,0.0
2017-06-02 01:55:00-03:00,0.0
2017-06-02 02:00:00-03:00,0.0
2017-06-02 02:05:00-03:00,0.0
2017-06-02 02:10:00-03:00,0.0
2017-06-02 02:15:00-03:00,0.0
2017-06-02 02:20:00-03:00,0.0
2017-06-02 02:25:00-03:00,0.0
2017-06-02 02:30:00-03:00,0.0
2017-06-02 02:35:00-03:00,0.0
2017-06-02 02:40:00-03:00,0.0
2017-06-02 02:45:00-03:00,0.0
2017-06-02 02:50:00-03:00,0.0
2017-06-02 02:55:00-03:00,0.0
2017-06-02 03:00:00-03:00,0.0
2017-06-02 03:05:00-03:00,0.0
2017-06-02 03:10:00-03:00,0.0
2017-06-02 03:15:00-03:00,0.0
2017-06-02 03:20:00-03:00,0.0
2017-06-02 03:25:00-03:00,0.0
2017-06-02 03:30:00-03:00,0.0
2017-06-02 03:35:00-03:00,0.0
2017-06-02 03:40:00-03:00,0.0
2017-06-02 03:45:00-03:00,0.0
2017-06-02 03:50:00-03:00,0.0
2017-06-02 03:55:00-03:00,0.0
2017-06-02 04:00:00-03:00,0.0
2017-06-02 04:05:00-03:00,0.0
2017-06-02 04:10:00-03:00,0.0
2017-06-02 04:15:00-03:00,0.0
2017-06-02 04:20:00-03:00,0.0
2017-06-02 04:25:00-03:00,0.0
2017-06-02 04:30:00-03:00,0.0
2017-06-02 04:35:00-03:00,0.0
2017-06-02 04:40:00-03:00,0.0
2017-06-02 04:45:00-03:00,0.0
2017-06-02 04:50:00-03:00,0.0
2017-06-02 04:55:00-03:00,0.0
2017-06-02 05:00:00-03:00,0.0
2017-06-02 05:05:00-03:00,0.0
2017-06-02 05:10:00-03:00,0.0
2017-06-02 05:15:00-03:00,0.0
2017-06-02 05:20:00-03:00,0.0
2017-06-02 05:25:00-03:00,0.0
2017-06-02 05:30:00-03:00,0.0
2017-06-02 05:35:00-03:00,0.0
2017-06-02 05:40:00-03:00,0.0
2017-06-02 05:45:00-03:00,0.0
2017-06-02 05:50:00-03:00,0.0
2017-06-02 05:55:00-03:00,0.0
2017-06-02 06:00:00-03:00,0.0
2017-06-02 06:05:00-03:00,0.0
2017-06-02 06:10:00-03:00,0.0
2017-06-02 06:15:00-03:00,0.0
2017-06-02 06:20:00-03:00,0.0
2017-06-02 06:25:00-03:00,0.0
2017-06-02 06:30:00-03:00,0.0
2017-06-02 06:35:00-03:00,0.0
2017-06-02 06:40:00-03:00,0.0
2017-06-02 06:45:00-03:00,0.0
2017-06-02 06:50:00-03:00,0.0
2017-06-02 06:55:00-03:00,0.0
2017-06-02 07:00:00-03:00,0.0
2017-06-02 07:05:00-03:00,0.0
2017-06-02 07:10:00-03:00,0.0
2017-06-02 07:15:00-03:00,0.0
2017-06-02 07:20:00-03:00,0.0
2017-06-02 07:25:00-03:00,0.0
2017-06-02 07:30:00-03:00,0.0
2017-06-02 07:35:00-03:00,0.0
2017-06-02 07:40:00-03:00,0.0
2017-06-02 07:45:00-03:00,0.61977272966891706
2017-06-02 07:50:00-03:00,0.85455660392199562
2017-06-02 07:55:00-03:00,1.3686044021506467
2017-06-02 08:00:00-03:00,2.1697827958066602
2017-06-02 08:05:00-03:00,3.1938637730050323
2017-06-02 08:10:00-03:00,4.3673903580365963
2017-06-02 08:15:00-03:00,5.6281776506140169
2017-06-02 08:20:00-03:00,6.930799578142727
2017-06-02 08:25:00-03:00,8.2447759921763719
2017-06-02 08:30:00-03:00,9.5506566373527289
2017-06-02 08:35:00-03:00,10.836531089962413
2017-06-02 08:40:00-03:00,12.095363507528582
2017-06-02 08:45:00-03:00,13.323209215568694
2017-06-02 08:50:00-03:00,14.518039283843674
2017-06-02 08:55:00-03:00,15.67900158792548
2017-06-02 09:00:00-03:00,16.805953556734554
2017-06-02 09:05:00-03:00,17.900454983729343
2017-06-02 09:10:00-03:00,18.961797994925526
2017-06-02 09:15:00-03:00,19.9905550818549
2017-06-02 09:20:00-03:00,20.987358581043942
2017-06-02 09:25:00-03:00,21.952831195582572
2017-06-02 09:30:00-03:00,22.887566973639021
2017-06-02 09:35:00-03:00,23.792200176663517
2017-06-02 09:40:00-03:00,24.667248233018551
2017-06-02 09:45:00-03:00,25.513225578148102
2017-06-02 09:50:00-03:00,26.330646476910651
2017-06-02 09:55:00-03:00,27.119942542383111
2017-06-02 10:00:00-03:00,27.881542360358676
2017-06-02 10:05:00-03:00,28.615846856679191
2017-06-02 10:10:00-03:00,29.323209879515822
2017-06-02 10:15:00-03:00,30.004033141499743
2017-06-02 10:20:00-03:00,30.658621944774538
2017-06-02 10:25:00-03:00,31.287285917506384
2017-06-02 10:30:00-03:00,31.890315581409887
2017-06-02 10:35:00-03:00,32.46803888931175
2017-06-02 10:40:00-03:00,33.020707325444953
2017-06-02 10:45:00-03:00,33.548569746593763
2017-06-02 10:50:00-03:00,34.051915091901542
2017-06-02 10:55:00-03:00,34.530964651374674
2017-06-02 11:00:00-03:00,34.985932035063577
2017-06-02 11:05:00-03:00,35.419359287197778
2017-06-02 11:10:00-03:00,35.829207889323555
2017-06-02 11:15:00-03:00,36.215711893203476
2017-06-02 11:20:00-03:00,36.579071013868301
2017-06-02 11:25:00-03:00,36.919481549813476
2017-06-02 11:30:00-03:00,37.237081895542104
2017-06-02 11:35:00-03:00,37.532063181636197
2017-06-02 11:40:00-03:00,37.804635585921233
2017-06-02 11:45:00-03:00,38.054894397576653
2017-06-02 11:50:00-03:00,38.283005084272396
2017-06-02 11:55:00-03:00,38.489152444428299
2017-06-02 12:00:00-03:00,38.673404831594887
2017-06-02 12:05:00-03:00,38.836064533275078
2017-06-02 12:10:00-03:00,38.977090792532529
2017-06-02 12:15:00-03:00,39.096573089520909
2017-06-02 12:20:00-03:00,39.194664471281946
2017-06-02 12:25:00-03:00,39.27140335201004
2017-06-02 12:30:00-03:00,39.326858659794389
2017-06-02 12:35:00-03:00,39.361160503585999
2017-06-02 12:40:00-03:00,39.374292597493529
2017-06-02 12:45:00-03:00,39.366371858237528
2017-06-02 12:50:00-03:00,39.337398865601578
2017-06-02 12:55:00-03:00,39.287413752677331
2017-06-02 13:00:00-03:00,39.216441384786918
2017-06-02 13:05:00-03:00,39.127052315893295
2017-06-02 13:10:00-03:00,39.016680294456286
2017-06-02 13:15:00-03:00,38.885318867428403
2017-06-02 13:20:00-03:00,38.732903624770486
2017-06-02 13:25:00-03:00,38.559512478395121
2017-06-02 13:30:00-03:00,38.365002122221014
2017-06-02 13:35:00-03:00,38.149341207553874
2017-06-02 13:40:00-03:00,37.912515973738607
2017-06-02 13:45:00-03:00,37.654445974762766
2017-06-02 13:50:00-03:00,37.375013286283483
2017-06-02 13:55:00-03:00,37.07421533129245
2017-06-02 14:00:00-03:00,36.751895373148614
2017-06-02 14:05:00-03:00,36.419714790181523
2017-06-02 14:10:00-03:00,36.065570460122494
2017-06-02 14:15:00-03:00,35.689321340324518
2017-06-02 14:20:00-03:00,35.290831973639655
2017-06-02 14:25:00-03:00,34.869931646724957
2017-06-02 14:30:00-03:00,34.426459434427919
2017-06-02 14:35:00-03:00,33.960241358768734
2017-06-02 14:40:00-03:00,33.47110204746339
2017-06-02 14:45:00-03:00,32.958841239775367
2017-06-02 14:50:00-03:00,32.423237523798811
2017-06-02 14:55:00-03:00,31.864164037614334
2017-06-02 15:00:00-03:00,31.281304445780972
2017-06-02 15:05:00-03:00,30.691183256379489
2017-06-02 15:10:00-03:00,30.076083689240985
2017-06-02 15:15:00-03:00,29.435721654890443
2017-06-02 15:20:00-03:00,28.769794203944723
2017-06-02 15:25:00-03:00,28.078001301375078
2017-06-02 15:30:00-03:00,27.359962934298554
2017-06-02 15:35:00-03:00,26.615310097419485
2017-06-02 15:40:00-03:00,25.843660592388318
2017-06-02 15:45:00-03:00,25.044594754325175
2017-06-02 15:50:00-03:00,24.217671761433266
2017-06-02 15:55:00-03:00,23.362423999260216
2017-06-02 16:00:00-03:00,22.478302266303078
2017-06-02 16:05:00-03:00,21.57220209503339
2017-06-02 16:10:00-03:00,20.635460015376626
2017-06-02 16:15:00-03:00,19.667459646336354
2017-06-02 16:20:00-03:00,18.667605022410733
2017-06-02 16:25:00-03:00,17.635250025966752
2017-06-02 16:30:00-03:00,16.569756270629387
2017-06-02 16:35:00-03:00,15.470658458329318
2017-06-02 16:40:00-03:00,14.337661554579247
2017-06-02 16:45:00-03:00,13.170866312881612
2017-06-02 16:50:00-03:00,11.971020534190139
2017-06-02 16:55:00-03:00,10.739977044595626
2017-06-02 17:00:00-03:00,9.4813952577074634
2017-06-02 17:05:00-03:00,8.2004137750061705
2017-06-02 17:10:00-03:00,6.9100975110546665
2017-06-02 17:15:00-03:00,5.6288030817992478
2017-06-02 17:20:00-03:00,4.3854039262607767
2017-06-02 17:25:00-03:00,3.223162774671688
2017-06-02 17:30:00-03:00,2.2018203272037282
2017-06-02 17:35:00-03:00,1.3930640030321266
2017-06-02 17:40:00-03:00,0.86197348126778883
2017-06-02 17:45:00-03:00,0.61453852488000049
2017-06-02 17:50:00-03:00,0.0
2017-06-02 17:55:00-03:00,0.0
2017-06-02 18:00:00-03:00,0.0
2017-06-02 18:05:00-03:00,0.0
2017-06-02 18:10:00-03:00,0.0
2017-06-02 18:15:00-03:00,0.0
2017-06-02 18:20:00-03:00,0.0
2017-06-02 18:25:00-03:00,0.0
2017-06-02 18:30:00-03:00,0.0
2017-06-02 18:35:00-03:00,0.0
2017-06-02 18:40:00-03:00,0.0
2017-06-02 18:45:00-03:00,0.0
2017-06-02 18:50:00-03:00,0.0
2017-06-02 18:55:00-03:00,0.0
2017-06-02 19:00:00-03:00,0.0
2017-06-02 19:05:00-03:00,0.0
2017-06-02 19:10:00-03:00,0.0
2017-06-02 19:15:00-03:00,0.0
2017-06-02 19:20:00-03:00,0.0
2017-06-02 19:25:00-03:00,0.0
2017-06-02 19:30:00-03:00,0.0
2017-06-02 19:35:00-03:00,0.0
2017-06-02 19:40:00-03:00,0.0
2017-06-02 19:45:00-03:00,0.0
2017-06-02 19:50:00-03:00,0.0
2017-06-02 19:55:00-03:00,0.0
2017-06-02 20:00:00-03:00,0.0
2017-06-02 20:05:00-03:00,0.0
2017-06-02 20:10:00-03:00,0.0
2017-06-02 20:15:00-03:00,0.0
2017-06-02 20:20:00-03:00,0.0
2017-06-02 20:25:00-03:00,0.0
2017-06-02 20:30:00-03:00,0.0
2017-06-02 20:35:00-03:00,0.0
2017-06-02 20:40:00-03:00,0.0
2017-06-02 20:45:00-03:00,0.0
2017-06-02 20:50:00-03:00,0.0
2017-06-02 20:55:00-03:00,0.0
2017-06-02 21:00:00-03:00,0.0
2017-06-02 21:05:00-03:00,0.0
2017-06-02 21:10:00-03:00,0.0
2017-06-02 21:15:00-03:00,0.0
2017-06-02 21:20:00-03:00,0.0
2017-06-02 21:25:00-03:00,0.0
2017-06-02 21:30:00-03:00,0.0
2017-06-02 21:35:00-03:00,0.0
2017-06-02 21:40:00-03:00,0.0
2017-06-02 21:45:00-03:00,0.0
2017-06-02 21:50:00-03:00,0.0
2017-06-02 21:55:00-03:00,0.0
2017-06-02 22:00:00-03:00,0.0
2017-06-02 22:05:00-03:00,0.0
2017-06-02 22:10:00-03:00,0.0
2017-06-02 22:15:00-03:00,0.0
2017-06-02 22:20:00-03:00,0.0
2017-06-02 22:25:00-03:00,0.0
2017-06-02 22:30:00-03:00,0.0
2017-06-02 22:35:00-03:00,0.0
2017-06-02 22:40:00-03:00,0.0
2017-06-02 22:45:00-03:00,0.0
2017-06-02 22:50:00-03:00,0.0
2017-06-02 22:55:00-03:00,0.0
2017-06-02 23:00:00-03:00,0.0
2017-06-02 23:05:00-03:00,0.0
2017-06-02 23:10:00-03:00,0.0
2017-06-02 23:15:00-03:00,0.0
2017-06-02 23:20:00-03:00,0.0
2017-06-02 23:25:00-03:00,0.0
2017-06-02 23:30:00-03:00,0.0
2017-06-02 23:35:00-03:00,0.0
2017-06-02 23:40:00-03:00,0.0
2017-06-02 23:45:00-03:00,0.0
2017-06-02 23:50:00-03:00,0.0
2017-06-02 23:55:00-03:00,0.0
2017-06-03 00:00:00-03:00,0.0
2017-06-03 00:05:00-03:00,0.0
2017-06-03 00:10:00-03:00,0.0
2017-06-03 00:15:00-03:00,0.0
2017-06-03 00:20:00-03:00,0.0
2017-06-03 00:25:00-03:00,0.0
2017-06-03 00:30:00-03:00,0.0
2017-06-03 00:35:00-03:00,0.0
2017-06-03 00:40:00-03:00,0.0
2017-06-03 00:45:00-03:00,0.0
2017-06-03 00:50:00-03:00,0.0
2017-06-03 00:55:00-03:00,0.0
2017-06-03 01:00:00-03:00,0.0
2017-06-03 01:05:00-03:00,0.0
2017-06-03 01:10:00-03:00,0.0
2017-06-03 01:15:00-03:00,0.0
2017-06-03 01:20:00-03:00,0.0
2017-06-03 01:25:00-03:00,0.0
2017-06-03 01:30:00-03:00,0.0
2017-06-03 01:35:00-03:00,0.0
2017-06-03 01:40:00-03:00,0.0
2017-06-03 01:45:00-03:00,0.0
2017-06-03 01:50:00-03:00,0.0
2017-06-03 01:55:00-03:00,0.0
2017-06-03 02:00:00-03:00,0.0
2017-06-03 02:05:00-03:00,0.0
2017-06-03 02:10:00-03:00,0.0
2017-06-03 02:15:00-03:00,0.0
2017-06-03 02:20:00-03:00,0.0
2017-06-03 02:25:00-03:00,0.0
2017-06-03 02:30:00-03:00,0.0
2017-06-03 02:35:00-03:00,0.0
2017-06-03 02:40:00-03:00,0.0
2017-06-03 02:45:00-03:00,0.0
2017-06-03 02:50:00-03:00,0.0
2017-06-03 02:55:00-03:00,0.0
2017-06-03 03:00:00-03:00,0.0
2017-06-03 03:05:00-03:00,0.0
2017-06-03 03:10:00-03:00,0.0
2017-06-03 03:15:00-03:00,0.0
2017-06-03 03:20:00-03:00,0.0
2017-06-03 03:25:00-03:00,0.0
2017-06-03 03:30:00-03:00,0.0
2017-06-03 03:35:00-03:00,0.0
2017-06-03 03:40:00-03:00,0.0
2017-06-03 03:45:00-03:00,0.0
2017-06-03 03:50:00-03:00,0.0
2017-06-03 03:55:00-03:00,0.0
2017-06-03 04:00:00-03:00,0.0
2017-06-03 04:05:00-03:00,0.0
2017-06-03 04:10:00-03:00,0.0
2017-06-03 04:15:00-03:00,0.0
2017-06-03 04:20:00-03:00,0.0
2017-06-03 04:25:00-03:00,0.0
2017-06-03 04:30:00-03:00,0.0
2017-06-03 04:35:00-03:00,0.0
2017-06-03 04:40:00-03:00,0.0
2017-06-03 04:45:00-03:00,0.0
2017-06-03 04:50:00-03:00,0.0
2017-06-03 04:55:00-03:00,0.0
2017-06-03 05:00:00-03:00,0.0
2017-06-03 05:05:00-03:00,0.0
2017-06-03 05:10:00-03:00,0.0
2017-06-03 05:15:00-03:00,0.0
2017-06-03 05:20:00-03:00,0.0
2017-06-03 05:25:00-03:00,0.0
2017-06-03 05:30:00-03:00,0.0
2017-06-03 05:35:00-03:00,0.0
2017-06-03 05:40:00-03:00,0.0
2017-06-03 05:45:00-03:00,0.0
2017-06-03 05:50:00-03:00,0.0
2017-06-03 05:55:00-03:00,0.0
2017-06-03 06:00:00-03:00,0.0
2017-06-03 06:05:00-03:00,0.0
2017-06-03 06:10:00-03:00,0.0
2017-06-03 06:15:00-03:00,0.0
2017-06-03 06:20:00-03:00,0.0
2017-06-03 06:25:00-03:00,0.0
2017-06-03 06:30:00-03:00,0.0
2017-06-03 06:35:00-03:00,0.0
2017-06-03 06:40:00-03:00,0.0
2017-06-03 06:45:00-03:00,0.0
2017-06-03 06:50:00-03:00,0.0
2017-06-03 06:55:00-03:00,0.0
2017-06-03 07:00:00-03:00,0.0
2017-06-03 07:05:00-03:00,0.0
2017-06-03 07:10:00-03:00,0.0
2017-06-03 07:15:00-03:00,0.0
2017-06-03 07:20:00-03:00,0.0
2017-06-03 07:25:00-03:00,0.0
2017-06-03 07:30:00-03:00,0.0
2017-06-03 07:35:00-03:00,0.0
2017-06-03 07:40:00-03:00,0.0
2017-06-03 07:45:00-03:00,0.57834791628678339
2017-06-03 07:50:00-03:00,0.7939130303278995
2017-06-03 07:55:00-03:00,1.2662105968882658
2017-06-03 08:00:00-03:00,2.0253637160907005
2017-06-03 08:05:00-03:00,3.0041102619167774
2017-06-03 08:10:00-03:00,4.1333252846913329
2017-06-03 08:15:00-03:00,5.3501801960648576
2017-06-03 08:20:00-03:00,6.6084249470182819
2017-06-03 08:25:00-03:00,7.8769272665002772
2017-06-03 08:30:00-03:00,9.1359298943897684
2017-06-03 08:35:00-03:00,10.373282118986156
2017-06-03 08:40:00-03:00,11.581957344362602
2017-06-03 08:45:00-03:00,12.758037134023862
2017-06-03 08:50:00-03:00,13.899589639192991
2017-06-03 08:55:00-03:00,15.005869531885356
2017-06-03 09:00:00-03:00,16.076832549164237
2017-06-03 09:05:00-03:00,17.050178546189436
2017-06-03 09:10:00-03:00,17.982338578992156
2017-06-03 09:15:00-03:00,18.874416875439714
2017-06-03 09:20:00-03:00,19.727538229440995
2017-06-03 09:25:00-03:00,20.542808040033389
2017-06-03 09:30:00-03:00,21.32129101315628
2017-06-03 09:35:00-03:00,22.063986302666393
2017-06-03 09:40:00-03:00,22.771891572775885
2017-06-03 09:45:00-03:00,23.445870048167851
2017-06-03 09:50:00-03:00,24.08681890944737
2017-06-03 09:55:00-03:00,24.695539674944513
2017-06-03 10:00:00-03:00,25.272770303302305
2017-06-03 10:05:00-03:00,25.769497473008592
2017-06-03 10:10:00-03:00,26.233936256698428
2017-06-03 10:15:00-03:00,26.66688459803914
2017-06-03 10:20:00-03:00,27.069092035740049
2017-06-03 10:25:00-03:00,27.441288901618108
2017-06-03 10:30:00-03:00,27.784102665738871
2017-06-03 10:35:00-03:00,28.098207103825828
2017-06-03 10:40:00-03:00,28.38424597001854
2017-06-03 10:45:00-03:00,28.642774497322481
2017-06-03 10:50:00-03:00,28.874453963702692
2017-06-03 10:55:00-03:00,29.079799218077856
2017-06-03 11:00:00-03:00,29.259343478470367
2017-06-03 11:05:00-03:00,29.4514464888791
2017-06-03 11:10:00-03:00,29.619650629821408
2017-06-03 11:15:00-03:00,29.764368778773562
2017-06-03 11:20:00-03:00,29.886013807567917
2017-06-03 11:25:00-03:00,29.985016719294336
2017-06-03 11:30:00-03:00,30.061746737515829
2017-06-03 11:35:00-03:00,30.116668016294653
2017-06-03 11:40:00-03:00,30.150089671736115
2017-06-03 11:45:00-03:00,30.16241993063959
2017-06-03 11:50:00-03:00,30.153999490817931
2017-06-03 11:55:00-03:00,30.125246629216601
2017-06-03 12:00:00-03:00,30.076473282740167
2017-06-03 12:05:00-03:00,30.071799473050167
2017-06-03 12:10:00-03:00,30.048309479655835
2017-06-03 12:15:00-03:00,30.006270352368006
2017-06-03 12:20:00-03:00,29.945918838318921
2017-06-03 12:25:00-03:00,29.867493646811589
2017-06-03 12:30:00-03:00,29.771229658054846
2017-06-03 12:35:00-03:00,29.657383808589689
2017-06-03 12:40:00-03:00,29.526169480759386
2017-06-03 12:45:00-03:00,29.377809270191335
2017-06-03 12:50:00-03:00,29.212543139363316
2017-06-03 12:55:00-03:00,29.030623994520411
2017-06-03 13:00:00-03:00,28.832230943070353
2017-06-03 13:05:00-03:00,28.682368316970244
2017-06-03 13:10:00-03:00,28.516227893205862
2017-06-03 13:15:00-03:00,28.334004296001826
2017-06-03 13:20:00-03:00,28.135730448884818
2017-06-03 13:25:00-03:00,27.921636882720577
2017-06-03 13:30:00-03:00,27.691766649106594
2017-06-03 13:35:00-03:00,27.446261991377799
2017-06-03 13:40:00-03:00,27.185257701511663
2017-06-03 13:45:00-03:00,26.908896410665296
2017-06-03 13:50:00-03:00,26.617256393284205
2017-06-03 13:55:00-03:00,26.310495121998752
2017-06-03 14:00:00-03:00,25.988719318450254
2017-06-03 14:05:00-03:00,25.661374840466536
2017-06-03 14:10:00-03:00,25.319022310400797
2017-06-03 14:15:00-03:00,24.961737753986235
2017-06-03 14:20:00-03:00,24.589674746652364
2017-06-03 14:25:00-03:00,24.202914367036474
2017-06-03 14:30:00-03:00,23.801569755286593
2017-06-03 14:35:00-03:00,23.385764799032142
2017-06-03 14:40:00-03:00,22.955596720037995
2017-06-03 14:45:00-03:00,22.511173653738002
2017-06-03 14:50:00-03:00,22.052634905217229
2017-06-03 14:55:00-03:00,21.580058301124353
2017-06-03 15:00:00-03:00,21.093561764740688
2017-06-03 15:05:00-03:00,20.604802260402703
2017-06-03 15:10:00-03:00,20.101748144887562
2017-06-03 15:15:00-03:00,19.584506211175928
2017-06-03 15:20:00-03:00,19.053135704561701
2017-06-03 15:25:00-03:00,18.507707931652735
2017-06-03 15:30:00-03:00,17.948300311395304
2017-06-03 15:35:00-03:00,17.374958697361294
2017-06-03 15:40:00-03:00,16.787745432777697
2017-06-03 15:45:00-03:00,16.186715722989607
2017-06-03 15:50:00-03:00,15.571872476054892
2017-06-03 15:55:00-03:00,14.943235282926285
2017-06-03 16:00:00-03:00,14.300842241558859
2017-06-03 16:05:00-03:00,13.660432795422677
2017-06-03 16:10:00-03:00,13.004861405245427
2017-06-03 16:15:00-03:00,12.334033356447735
2017-06-03 16:20:00-03:00,11.647848251764835
2017-06-03 16:25:00-03:00,10.946239737478027
2017-06-03 16:30:00-03:00,10.22915102413026
2017-06-03 16:35:00-03:00,9.4966337181599947
2017-06-03 16:40:00-03:00,8.7488632031408855
2017-06-03 16:45:00-03:00,7.9862505175709151
2017-06-03 16:50:00-03:00,7.2096802063342063
2017-06-03 16:55:00-03:00,6.4206633605921715
2017-06-03 17:00:00-03:00,5.6218518801863882
